Joueur;Poste;Cote;Enchère moy;Note;Note série;Note 1 an;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j19;j18;j17;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J;Dispo@MPGLaurent?
Ngapandouetnbu Simon;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OM;AS Monaco;sam. 28/01 21:00;50;0.6442;0.65036;;
Fariñez Wuilker;G;3;3;0;0;5.27;0;0;11;0;0;0.75;0;0;0;0;0;0.91;0;0;969;0;0;88.09;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5.5;5;5.5;0;6.5;6;0;0;5.5;6;0;0;4.5;4.5;0;5;0;0;;;;;;;;;;;;;;;;5.5;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;† Genou (5sem.)
Margueron Lucas;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Clermont;FC Nantes;dim. 29/01 15:00;50;0.42058;0.41947;;🏠Hors groupe (2sem.)
Coudert Grégoire;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Brest;Angers SCO;dim. 29/01 15:00;50;0.35544;0.38726;;
Bertelli Ugo;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OM;AS Monaco;sam. 28/01 21:00;50;0.6442;0.65036;;
Oudjani Adam;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Nagera Kenny;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Lorient;Rennes;ven. 27/01 21:00;50;0.45225;0.45573;;🏠Hors groupe (2sem.)
Tamas Thibault;DL;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Montpellier;AJ Auxerre;dim. 29/01 15:00;50;0.40248;0.37552;;🏠Hors groupe (2sem.)
Pollersbeck Julian;G;1;1;0;0;5.5;0;0;4;0;0;1;0;0;0;0;0;0.75;0;0;330;0;0;82.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;6;6;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OL;AC Ajaccio;dim. 29/01 17:05;50;0.61889;0.62095;;🏠Hors groupe (2sem.)
Pierre Alexandre;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Strasbourg;Toulouse FC;dim. 29/01 15:00;50;0.49417;0.48132;;🏠Hors groupe (2sem.)
De Percin Théo;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AJ Auxerre;Montpellier;dim. 29/01 15:00;50;0.36653;0.3581;;🏠Hors groupe (2sem.)
Boulhendi Teddy;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OGC Nice;LOSC;dim. 29/01 13:00;50;0.52477;0.53303;;
Lefebvre Alexis;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;🏠Hors groupe
Pettersson Isak;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Toulouse FC;Strasbourg;dim. 29/01 15:00;50;0.40019;0.41164;;🏠Hors groupe (2sem.)
Fage Ryan;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;🏠Hors groupe
Himeur Thomas;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Toulouse FC;Strasbourg;dim. 29/01 15:00;50;0.40019;0.41164;;🏠Hors groupe (2sem.)
Louveau Adrien;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Lega Sekou;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OL;AC Ajaccio;dim. 29/01 17:05;50;0.61889;0.62095;;🏠Hors groupe (2sem.)
Pandor Yannick;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Decarpentrie Valentin;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AS Monaco;OM;sam. 28/01 21:00;50;0.64699;0.64421;;
Danois Kévin;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AJ Auxerre;Montpellier;dim. 29/01 15:00;50;0.36653;0.3581;;
Manvelyan Gor;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Nantes;Clermont;dim. 29/01 15:00;50;0.41769;0.45199;;🏠Hors groupe (2sem.)
Bourlès Redwan;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Lorient;Rennes;ven. 27/01 21:00;50;0.45225;0.45573;;🏠Hors groupe (2sem.)
Eneme Bocari Santiago;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Nantes;Clermont;dim. 29/01 15:00;50;0.41769;0.45199;;🏠Hors groupe (2sem.)
Penneteau Nicolas;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Reims;Paris SG;dim. 29/01 20:45;50;0.49646;0.48842;;
Igor Silva;DC;1;1;0;0;4.83;0;0;9;0;0;0.35;0;0;0;0;0;0.33;0;0;260;0;0;28.89;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.5;0;4.5;0;0;0;4.5;0;5;0;5;0;0;5;4.5;0;5;0;0;;;;;;;;;;;;;;;;0;FC Lorient;Rennes;ven. 27/01 21:00;50;0.45225;0.45573;;
Bonelli Lucas;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;FC Nantes;Clermont;dim. 29/01 15:00;50;0.41769;0.45199;;🏠Hors groupe (2sem.)
Lemarechal Felix;MO;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AS Monaco;OM;sam. 28/01 21:00;50;0.64699;0.64421;;
Raux Jules;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;LOSC;OGC Nice;dim. 29/01 13:00;50;0.60094;0.61564;;🏠Hors groupe (2sem.)
Ahmed Aymeric;MO;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Strasbourg;Toulouse FC;dim. 29/01 15:00;50;0.49417;0.48132;;🏠Hors groupe (2sem.)
Zoukrou Tanguy;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;
Mazou-Sacko Derek;MD;1;1;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;🏠Hors groupe
Guermouche Yanis;A;1;;0;0;4.5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;9;0;0;4.5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Montpellier;AJ Auxerre;dim. 29/01 15:00;50;0.40248;0.37552;;
Nadir Bilal;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OM;AS Monaco;sam. 28/01 21:00;50;0.6442;0.65036;;🏠Hors groupe (2sem.)
Benyahia-Tani Aylan;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OM;AS Monaco;sam. 28/01 21:00;50;0.6442;0.65036;;🏠Hors groupe (2sem.)
Lienard Yann;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AS Monaco;OM;sam. 28/01 21:00;50;0.64699;0.64421;;
Silvestre Kylian;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AJ Auxerre;Montpellier;dim. 29/01 15:00;50;0.36653;0.3581;;🏠Hors groupe (2sem.)
Bonnevie Kayne;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OL;AC Ajaccio;dim. 29/01 17:05;50;0.61889;0.62095;;
Halhal Redouane;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Montpellier;AJ Auxerre;dim. 29/01 15:00;50;0.40248;0.37552;;🏠Hors groupe (2sem.)
Maurer Aiman;MO;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Clermont;FC Nantes;dim. 29/01 15:00;50;0.42058;0.41947;;🏠Hors groupe (2sem.)
Mohamed Karim;A;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Clermont;FC Nantes;dim. 29/01 15:00;50;0.42058;0.41947;;🏠Hors groupe (2sem.)
Flemmings Junior;MO;1;1;0;0;4.5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;25;0;0;8.33;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.5;4.5;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Toulouse FC;Strasbourg;dim. 29/01 15:00;50;0.40019;0.41164;;🏠Hors groupe (2sem.)
Belocian Jeanuël;MD;1;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;0;11;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Rennes;FC Lorient;ven. 27/01 21:00;50;0.61516;0.64509;;
Lomami Irvyn;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OL;AC Ajaccio;dim. 29/01 17:05;50;0.61889;0.62095;;🏠Hors groupe (2sem.)
N'jo Eric;DL;1;;0;0;4.75;0;0;2;0;0;0.35;0;0;0;0;0;0;0;0;96;0;0;48;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;🏠Hors groupe
Koeberle Samuel;MD;1;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Reims;Paris SG;dim. 29/01 20:45;50;0.49646;0.48842;;
Haug Kjetil;G;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Toulouse FC;Strasbourg;dim. 29/01 15:00;50;0.40019;0.41164;;
Raghouber Ugo;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;LOSC;OGC Nice;dim. 29/01 13:00;50;0.60094;0.61564;;🏠Hors groupe (2sem.)
Dosso Mouhamed;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Kamdem Oliver;DL;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Clermont;FC Nantes;dim. 29/01 15:00;50;0.42058;0.41947;;
Barry Yacouba;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;
Kalla Ali;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Angers SCO;Brest;dim. 29/01 15:00;50;0.36549;0.31823;;🏠Hors groupe (2sem.)
Belkhdim Yassin;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Angers SCO;Brest;dim. 29/01 15:00;50;0.36549;0.31823;;🏠Hors groupe (2sem.)
Nahounou Yannis;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OGC Nice;LOSC;dim. 29/01 13:00;50;0.52477;0.53303;;🏠Hors groupe (2sem.)
Risser Robin;G;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Strasbourg;Toulouse FC;dim. 29/01 15:00;50;0.49417;0.48132;;
Delbecque Augustin;G;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Thiam Mamadou;DL;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Pouilly Tom;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Belahyane Reda;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;OGC Nice;LOSC;dim. 29/01 13:00;50;0.52477;0.53303;;🏠Hors groupe (2sem.)
Casadei Alexis;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Strasbourg;Toulouse FC;dim. 29/01 15:00;50;0.49417;0.48132;;🏠Hors groupe (2sem.)
Dongmo Danel;MD;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;
Assoumou Kouadou;A;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;Troyes;RC Lens;sam. 28/01 17:00;50;0.41205;0.37962;;🏠Hors groupe
Sow Samba;MD;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;RC Lens;Troyes;sam. 28/01 17:00;50;0.62931;0.61914;;🏠Hors groupe (2sem.)
Didillon Thomas;G;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AS Monaco;OM;sam. 28/01 21:00;50;0.64699;0.64421;;
Okou Yllan;DC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;0;AS Monaco;OM;sam. 28/01 21:00;50;0.64699;0.64421;;🏠Hors groupe (2sem.)
